City,Population,Average_Income,Age_0_18_Pct,Age_19_40_Pct,Age_41_60_Pct,Age_60_Plus_Pct,lat,lon,Count_0_18,Count_19_40,Count_41_60,Count_60_Plus
Grenoble-27,2224,34283,20.4,25.8,31.0,22.8,46.59964106889528,-3.418906449988058,453,573,689,507
Villeurbanne-28,3262,20320,18.6,29.5,28.3,23.7,47.146901982034294,3.986933366322355,606,962,923,773
Clermont-Ferrand-29,4634,27033,22.3,24.6,30.3,22.8,43.325152889039984,-2.6656670219391247,1033,1139,1404,1056
Montpellier-30,2330,20696,16.2,31.2,31.5,21.1,47.25281396331007,-0.6694735890083612,377,726,733,491
Clermont-Ferrand-31,9116,28731,22.1,32.1,25.0,20.8,44.19366886581104,1.8571799867228709,2014,2926,2279,1896
Lyon-32,3365,27164,23.5,36.4,23.9,16.1,43.455361150896955,2.2085824655772246,790,1224,804,541
Nice-33,4531,20055,25.1,25.1,24.8,24.9,49.64219876077333,2.606415166858496,1137,1137,1123,1128
Strasbourg-34,3618,19626,27.2,23.4,25.9,23.5,49.75942423152192,-2.171191366153293,984,846,937,850
Bordeaux-35,3386,41442,19.8,31.4,26.8,22.0,48.658781436815225,0.1771114530381359,670,1063,907,744
Rennes-36,2246,30283,15.6,29.7,25.8,29.0,45.132296384213596,2.7891364982866333,350,667,579,651
Clermont-Ferrand-37,2469,23821,17.7,27.2,26.7,28.4,43.68370479804469,6.668007510971632,437,671,659,701
Nice-38,2057,15000,20.1,29.7,26.4,23.8,47.7896311855851,4.0039425146965755,413,610,543,489
Paris-39,4662,19568,24.3,25.1,31.5,19.1,46.08106745617721,6.148641328033536,1132,1170,1468,890
Clermont-Ferrand-40,5856,38013,21.4,34.5,26.8,17.3,43.85426764391345,4.384332641455947,1253,2020,1569,1013
Reims-41,3806,22691,19.5,33.1,23.9,23.5,46.46623837077889,2.5088866578164044,742,1259,909,894
Rennes-42,2676,29183,22.4,24.4,24.6,28.5,43.24071964780653,-1.8877429395002099,599,652,658,762
Angers-43,6288,29751,16.3,35.1,22.7,25.9,49.36524281455147,3.333542170817644,1024,2207,1427,1628
Lyon-44,2064,15000,24.1,22.9,23.9,29.1,44.81145987120012,2.8571752255589775,497,472,493,600
Saint-Étienne-45,3429,19502,16.0,32.2,24.5,27.3,47.637655990477874,2.627160875029931,548,1104,840,936
Le Havre-46,15955,21046,17.5,27.6,29.0,25.9,45.18197753262588,1.3876445478706483,2792,4403,4626,4132
Nantes-47,2128,15000,24.1,24.7,30.6,20.6,46.64047614824467,1.8152226438820316,512,525,651,438
Dijon-48,5496,19206,20.6,31.7,22.5,25.2,46.82697195540296,-0.3211322017008551,1132,1742,1236,1384
Toulouse-49,2925,15000,19.6,33.5,24.9,22.0,44.293981188678686,1.7124396190653348,573,979,728,643
Montpellier-50,2323,32667,20.6,25.9,27.5,26.0,49.78709239435191,-1.8268850375367394,478,601,638,603
Montpellier-51,2146,18773,18.9,29.4,25.6,26.0,48.425929763527805,4.856918370964145,405,630,549,557
Paris-52,2759,20232,20.9,28.3,31.7,19.1,49.57649259094932,-1.9564534983142141,576,780,874,526
Lyon-53,3430,15000,18.9,24.6,29.1,27.5,49.263791452993544,-3.0653708112158693,648,843,998,943
Toulon-54,3231,29459,22.0,29.4,21.7,26.9,47.1852998516776,0.7987062899287309,710,949,701,869
Nice-55,2309,30057,15.1,32.1,26.6,26.3,49.45311964516182,3.2413818345666803,348,741,614,607
Montpellier-56,3162,23953,24.1,32.2,23.0,20.7,43.619447514363436,0.8148850742689548,762,1018,727,654
Dijon-57,3186,35984,24.1,27.3,27.6,21.0,44.371880036934016,-0.9557045485356053,767,869,879,669
Clermont-Ferrand-58,22209,21215,21.2,29.6,21.9,27.3,43.316591022373764,2.139883022794848,4708,6573,4863,6063
Toulon-59,14804,19309,18.4,28.6,25.7,27.3,45.27731231534285,-0.18297431046580082,2723,4233,3804,4041
Clermont-Ferrand-60,3972,15000,21.4,33.7,23.9,21.0,45.72074102782637,6.261544591392964,850,1338,949,834
Grenoble-61,4996,27254,23.4,25.5,22.9,28.2,44.89944322241727,6.149096535639293,1169,1273,1144,1408
Strasbourg-62,3965,32160,20.8,27.1,27.9,24.3,48.8011625640635,1.5260900196930498,824,1074,1106,963
Strasbourg-63,6338,24507,25.8,31.1,24.8,18.3,45.497273286855126,-0.3932760657991565,1635,1971,1571,1159
Lille-64,2793,22818,22.1,27.4,26.1,24.4,44.96654156781167,4.10845655352303,617,765,728,681
Bordeaux-65,6147,41082,23.8,28.9,28.8,18.6,46.79887258210774,-3.5961576216862667,1462,1776,1770,1143
Montpellier-66,2891,21869,15.3,28.1,27.2,29.4,43.98646957482334,1.2224590664801633,442,812,786,849
Villeurbanne-67,2694,24745,22.0,26.7,24.6,26.6,48.615378865278274,-0.30044266302633105,592,719,662,716
Paris-68,2337,32003,18.0,27.1,29.2,25.7,43.5218545057584,6.125894736128101,420,633,682,600
Montpellier-69,4410,24347,24.0,25.0,21.7,29.3,49.90820855620362,-3.8679667000004923,1058,1102,956,1292
Toulon-70,12646,15000,22.7,26.1,29.0,22.2,48.4057133850766,2.08096363290184,2870,3300,3667,2807
Toulouse-71,3215,33462,22.0,26.3,25.4,26.3,44.39100977073921,4.147299391732886,707,845,816,845
Grenoble-72,2035,18085,23.8,27.4,25.4,23.5,43.038654819865215,1.3351978627644536,484,557,516,478
Toulon-73,2094,34084,18.1,33.2,22.4,26.3,48.70822999918384,-3.0605666682100616,379,695,469,550
Nantes-74,4003,44067,20.1,30.6,26.6,22.6,47.94800140693332,6.697075290306925,804,1224,1064,904
Reims-75,50534,24068,16.9,23.3,30.1,29.7,48.103050176286914,1.6981147451370768,8540,11774,15210,15008
Bordeaux-76,4608,33933,20.7,26.8,30.6,21.9,48.39889242680162,2.756048687509125,953,1234,1410,1009
Clermont-Ferrand-77,2130,26868,22.2,29.2,22.6,26.0,43.51831256213863,-1.3972923902174195,472,621,481,553
Saint-Étienne-78,2266,16103,23.0,31.2,26.5,19.3,45.50926009980991,1.3184789361748415,521,706,600,437
Saint-Étienne-79,2817,15628,20.8,28.8,27.6,22.7,43.811083416675906,0.7206444115415405,585,811,777,639
Grenoble-80,7358,23719,16.1,31.8,29.7,22.4,49.04172398112915,-3.176145737978179,1184,2339,2185,1648
Saint-Étienne-81,2426,23052,21.5,31.4,25.6,21.5,47.3630868877929,-2.8322361109778607,521,761,621,521
Lyon-82,2976,32421,19.3,24.5,25.6,30.6,45.31628617396854,5.21219771580652,574,729,761,910
Toulon-83,3425,28184,21.5,26.3,22.0,30.2,43.44490845200217,-1.3619805257275073,736,900,753,1034
Clermont-Ferrand-84,2210,29671,19.7,24.5,29.5,26.3,45.176876252009635,-1.855459013515064,435,541,651,581
Paris-85,4276,35272,16.3,29.8,23.2,30.7,45.27628325418723,1.5540259637515321,696,1274,992,1312
Toulon-86,10052,15000,19.5,30.0,25.0,25.5,48.10724324836645,4.456218444987643,1960,3015,2513,2563
Toulouse-87,5065,21512,18.6,28.6,27.1,25.7,47.462902299486494,-3.318588295631133,942,1448,1372,1301
Strasbourg-88,10050,24966,19.4,27.8,33.1,19.7,49.21048919803429,2.3448871160208142,1949,2793,3326,1979
Saint-Étienne-89,4054,31061,24.3,29.0,23.0,23.8,46.30550447613364,-2.688685128753693,985,1175,932,964
Bordeaux-90,3794,15000,19.8,29.6,24.4,26.2,43.83715972156811,-3.598928440918197,751,1123,925,994
Angers-91,5246,18630,19.2,30.3,28.7,21.7,47.99271351056097,-3.419816526215609,1007,1589,1505,1138
Strasbourg-92,4343,15000,26.4,27.5,25.1,21.0,48.325495340318284,5.175805190292854,1146,1194,1090,912
Saint-Étienne-93,3161,15000,23.8,25.7,28.8,21.7,46.928940382986475,-2.702302680091323,752,812,910,685
Strasbourg-94,3055,41953,19.4,23.7,26.6,30.3,48.39677025968193,-3.5033349914647887,592,724,812,925
Strasbourg-95,9877,15000,22.2,29.9,28.2,19.7,46.45656917455074,0.8168987585720355,2192,2953,2785,1945
Montpellier-96,2933,29576,26.1,30.8,21.5,21.6,46.659129805673956,5.283928191362273,765,903,630,633
Angers-97,4807,38921,23.0,29.0,29.1,19.0,45.992787128509846,-1.1135078586176785,1105,1394,1398,913
Saint-Étienne-98,2557,22344,25.0,35.9,22.4,16.7,43.17793388720867,0.63883879278508,639,917,572,427
Grenoble-99,2723,21415,17.8,28.1,22.8,31.3,43.75523998895313,-3.5608521417987364,484,765,620,852
Bordeaux-100,2718,21036,24.7,23.8,29.5,21.9,43.22000429980714,0.9398636554836344,671,646,801,595
Toulouse-101,13075,32594,23.4,35.7,21.0,19.9,47.454872878846466,2.353743887008471,3059,4667,2745,2601
Lyon-102,3557,28865,20.6,24.2,33.8,21.4,45.20049186753429,2.2799775912735925,732,860,1202,761
Grenoble-103,2256,23846,21.6,27.0,28.9,22.6,46.55999483815292,-0.3433063860819834,487,609,651,509
Villeurbanne-104,7159,29829,20.3,25.2,30.2,24.3,49.35296531748265,-0.5291350127055092,1453,1804,2162,1739
Montpellier-105,3141,36212,20.0,30.8,21.6,27.7,44.745045604042126,-2.8271401916974233,628,967,678,870
Paris-106,3563,22425,19.5,29.5,25.9,25.1,45.87268046124941,0.03478152710895266,694,1051,922,894
Saint-Étienne-107,5073,24740,19.1,30.2,31.1,19.5,48.28885796980134,-2.9055586423973887,968,1532,1577,989
Nantes-108,2066,38048,17.4,32.1,26.5,24.0,44.601587158441355,4.432555391832567,359,663,547,495
Reims-109,3102,19135,21.7,28.1,27.9,22.3,43.53885936880155,6.629017275230044,673,871,865,691
Lyon-110,8646,32078,25.0,24.3,26.4,24.3,45.02826017039638,6.670819023333776,2161,2100,2282,2100
Saint-Étienne-111,3185,15305,24.6,31.1,27.7,16.6,44.12854901077803,5.5157820931293315,783,990,882,528
Strasbourg-112,2385,15000,20.0,32.5,28.4,19.1,49.507883566398014,2.60871364273581,477,775,677,455
Rennes-113,2025,28054,22.3,30.1,24.4,23.2,48.65684265695092,3.709522669682679,451,609,494,469
Marseille-114,13400,17944,21.8,27.7,25.3,25.2,47.43382629557296,-0.8627361705154453,2921,3711,3390,3376
Montpellier-115,2436,15000,18.4,35.9,27.6,18.2,49.10022413131402,2.938474621898827,448,874,672,443
Toulouse-116,4695,18177,20.4,23.1,30.1,26.5,48.6257045382938,1.0121450438386521,957,1084,1413,1244
Toulon-117,2646,28109,19.6,25.1,34.5,20.9,44.30599041220225,1.3021907375462574,518,664,912,553
Clermont-Ferrand-118,2702,25369,23.1,26.8,27.0,23.2,49.24791298942984,4.335542164126737,624,724,729,626
Clermont-Ferrand-119,2052,15000,19.1,32.2,25.4,23.4,46.77539569340956,-0.898898088430232,391,660,521,480
Rennes-120,2198,34395,22.9,28.3,23.0,25.7,48.652081086148435,-0.501564271360281,503,622,505,564
Toulon-121,5726,34500,19.7,31.4,30.0,18.9,49.272639099464456,6.171059702415004,1128,1797,1717,1082
Angers-122,3440,16645,16.5,30.8,24.9,27.9,45.22602432480305,-3.3815327566393054,567,1059,856,959
Grenoble-123,2053,15000,25.0,30.9,26.3,17.7,43.770363471693734,1.3419772825467442,513,634,539,363
Angers-124,261183,18014,24.5,27.4,31.1,17.0,44.59554613779359,6.040808804486479,63989,71564,81227,44401
Villeurbanne-125,2115,31631,19.2,29.5,25.5,25.8,45.9897545203838,2.7139930859997268,406,623,539,545
Grenoble-126,3987,31221,18.5,23.9,28.4,29.2,48.726103361457454,2.010477816333453,737,952,1132,1164
Villeurbanne-127,3315,17866,18.8,28.5,22.2,30.5,49.0251140827944,-1.2528140284770926,623,944,735,1011
Montpellier-128,3237,35821,22.2,30.1,24.9,22.8,43.04866491371833,-0.22396962029106904,718,974,806,738
Angers-129,11711,28313,18.2,25.0,26.8,29.9,46.57523111804296,5.372532573851622,2131,2927,3138,3501
Angers-130,3811,19360,15.9,29.7,24.7,29.7,45.92187702204145,2.1513994494530397,605,1131,941,1131
Paris-131,2013,25456,20.6,27.3,22.0,30.1,44.554754673295115,1.6621641313245785,414,549,442,605
Grenoble-132,3549,15159,22.8,26.6,22.0,28.6,43.83905757133578,-2.904623151059682,809,944,780,1015
Angers-133,2035,20657,16.7,32.3,29.3,21.7,45.363306199825395,-3.8236902789936456,339,657,596,441
Clermont-Ferrand-134,10091,30739,25.9,26.3,23.6,24.2,49.60036792738764,6.60053707555754,2613,2653,2381,2442
Saint-Étienne-135,2115,22902,22.4,31.0,22.6,24.0,45.262420524145284,0.14684784015525842,473,655,477,507
Angers-136,6543,16444,21.2,31.6,27.6,19.5,46.63153435220356,2.635343683094548,1387,2067,1805,1275
Villeurbanne-137,3548,38091,22.1,23.5,24.5,29.9,47.92113271226624,-3.123134194939865,784,833,869,1060
Montpellier-138,2244,34233,18.6,33.4,27.2,20.7,45.54540721665506,3.514257142953512,417,749,610,464
Villeurbanne-139,9680,16726,17.3,30.3,23.9,28.6,49.802474579046724,6.25823379576557,1674,2933,2313,2768
Villeurbanne-140,3776,24460,22.8,24.5,28.2,24.5,49.73713106459478,2.332317782971616,860,925,1064,925
Rennes-141,8751,34548,20.3,32.9,24.8,22.0,44.76247607077755,-2.6127314538704836,1776,2879,2170,1925
Angers-142,14477,31972,22.3,26.0,25.8,25.8,46.4807395412467,2.398936802208244,3228,3764,3735,3735
Lille-143,2796,27617,20.5,34.4,26.4,18.7,45.10614816871739,4.429819344151175,573,961,738,522
Paris-144,2042,20652,23.7,22.1,30.6,23.6,44.99388346064227,0.4705819023142048,483,451,624,481
Reims-145,6546,26683,18.8,29.9,24.9,26.4,43.25820863148173,5.678215227356146,1230,1957,1629,1728
Lille-146,2122,22946,21.4,28.1,20.8,29.7,47.26695033785928,3.1355124869310096,454,596,441,630
Reims-147,4420,21418,23.2,29.4,22.7,24.6,46.51875316260203,5.891738101181227,1025,1299,1003,1087
Grenoble-148,3134,20177,21.1,29.1,23.7,26.1,43.36035125874992,2.8585584237207096,661,911,742,817
Dijon-149,38594,28966,19.6,30.7,31.1,18.6,44.95052524965628,-2.5558323079469334,7564,11848,12002,7178
Lyon-150,5107,25944,21.6,25.6,31.0,21.8,49.357861201766575,-0.5933911778429195,1103,1307,1583,1113
Reims-151,2537,15000,23.6,30.3,26.4,19.7,44.67693323466881,-1.780255569222974,598,768,669,499
Villeurbanne-152,2239,27552,19.5,27.5,25.6,27.5,44.01426410463856,5.997091474885485,436,615,573,615
Saint-Étienne-153,2980,15000,21.6,34.5,28.1,15.7,46.42616932194294,4.36440074016231,643,1028,837,467
Grenoble-154,2343,29638,22.8,22.0,22.5,32.7,49.899553178774205,3.4403820580100666,534,515,527,766
Marseille-155,7999,25370,24.6,27.6,29.7,18.0,44.694386900580504,-0.6893704840521613,1967,2207,2375,1439
Reims-156,3909,15000,23.7,34.4,24.3,17.6,47.70494883184115,-1.9755075074476514,926,1344,949,687
Reims-157,2821,37952,22.3,31.4,19.4,26.9,48.33133730730103,4.320961967878031,629,885,547,758
Rennes-158,2724,31207,18.8,26.5,28.3,26.4,44.6634628079468,1.2157374046698761,512,721,770,719
Lille-159,2596,29115,23.8,31.1,23.6,21.5,48.09751444028302,-1.5163149263430795,617,807,612,558
Grenoble-160,5591,16782,18.1,22.0,30.3,29.6,45.574481929034775,2.7828417598180257,1011,1230,1694,1654
Rennes-161,3743,27796,20.1,28.2,30.5,21.2,47.426140814155055,-3.556327626477028,752,1055,1141,793
Saint-Étienne-162,5134,26085,26.9,22.6,27.9,22.6,47.43470797532626,-0.41212720458921126,1381,1160,1432,1160
Reims-163,2086,19150,18.4,29.4,22.5,29.8,46.75042278852331,1.154126940502481,383,613,469,621
Villeurbanne-164,4399,25678,21.5,35.5,27.1,15.9,43.63202839038086,-2.372458324796536,945,1561,1192,699
Villeurbanne-165,2319,30484,22.8,30.5,25.5,21.3,48.84711746912467,6.831199253499236,528,707,591,493
Nice-166,2130,15167,23.7,32.3,23.9,20.1,45.24546045480215,-1.6999289895142433,504,687,509,428
Toulon-167,3829,32591,17.0,28.7,27.5,26.9,44.30562957279898,-2.566115569524079,650,1098,1052,1030
Grenoble-168,3228,34235,22.8,35.1,20.3,21.8,43.28542599088335,-1.7611163872441398,735,1133,655,703
Le Havre-169,124423,28496,19.2,23.5,26.0,31.4,47.136250602317695,4.4596724647569665,23889,29239,32349,39068
Nantes-170,2420,39952,22.0,30.4,23.6,24.0,47.742950532895975,0.6805622519902705,532,735,571,580
Toulon-171,4428,18965,20.7,28.5,33.1,17.7,43.11611480249499,2.2195753372779183,916,1261,1465,783
Rennes-172,2792,33064,24.8,30.2,21.6,23.3,46.58465140809497,-3.7688992731500317,692,843,603,650
Villeurbanne-173,3374,15000,23.9,22.3,27.5,26.2,44.58547042638556,-3.62125560569354,806,752,927,883
Rennes-174,4174,19195,25.3,25.9,24.1,24.6,47.51620953286615,0.9040810480971775,1056,1081,1005,1026
Paris-175,4649,16360,21.8,30.5,21.2,26.6,44.22056500303494,4.983207675217859,1013,1417,985,1236
Toulon-176,2709,22152,16.5,34.7,27.3,21.5,47.83656416671726,5.737627665783217,446,940,739,582
Strasbourg-177,3646,34357,17.7,25.8,27.3,29.2,45.70714742410376,-3.0462277564479576,645,940,995,1064
Toulon-178,2228,26055,20.1,27.4,28.6,23.9,49.55710992115714,1.9219941231112507,447,610,637,532
Nantes-179,2411,18170,25.0,23.2,23.7,28.1,43.96264660902195,6.045526549071976,602,559,571,677
Rennes-180,3906,20949,22.1,24.4,30.4,23.1,45.38746445735181,0.26770029837675047,863,953,1187,902
Paris-181,7185,26030,19.5,27.3,31.5,21.8,43.79431464868412,5.125224145712055,1401,1961,2263,1566
Saint-Étienne-182,2658,31871,17.6,24.1,29.0,29.4,49.47285532794994,-2.529347801606202,467,640,770,781
Montpellier-183,2096,35631,16.5,28.3,25.2,30.0,49.14137547366687,6.289339386345786,345,593,528,628
Nice-184,6738,31978,16.1,29.2,27.3,27.5,44.805591394006086,4.265656492844329,1084,1967,1839,1852
Saint-Étienne-185,2025,34818,22.2,29.7,21.6,26.6,47.619888322239255,6.354678320655918,449,601,437,538
Montpellier-186,2037,23407,23.9,31.0,21.7,23.5,48.72055540140851,3.442789569077571,486,631,442,478
Reims-187,2242,26478,19.2,28.6,26.8,25.5,46.88640568119624,-0.0025567480063029002,430,641,600,571
Nice-188,2759,22329,25.1,35.0,21.9,18.1,46.70755404849204,6.319992897771947,692,965,604,499
Toulon-189,2789,32249,16.3,26.2,28.2,29.3,44.69296603630316,-0.9687654605990366,454,730,786,817
Nantes-190,5522,24150,16.0,24.2,29.1,30.7,43.651719374641296,-0.346102257320942,883,1336,1606,1695
Nantes-191,2874,22174,22.9,23.3,27.0,26.8,49.28051030567329,3.708892598019143,658,669,775,770
Angers-192,2091,16385,18.7,24.1,30.3,27.0,49.30292640014331,4.4184792947792495,391,503,633,564
Paris-193,2319,23446,18.9,30.7,25.5,24.8,47.431710200912875,6.223438322340693,438,711,591,575
Clermont-Ferrand-194,3098,24845,17.1,25.5,30.0,27.4,45.37320853734091,-1.7471735003816953,529,789,929,848
Strasbourg-195,2189,25813,22.5,24.3,24.7,28.5,45.44446702228863,4.777978387411464,492,531,540,623
Strasbourg-196,2988,23379,23.9,29.5,22.4,24.2,48.08168975209168,4.124006587366598,714,881,669,723
Paris-197,6941,32840,18.3,32.5,21.4,27.8,49.27977181966804,-3.2982598812104236,1270,2255,1485,1929
Lille-198,2862,28745,18.6,31.1,25.1,25.3,49.20960496985582,0.25945455331227674,532,890,718,724
Toulouse-199,2437,23286,20.6,32.2,22.0,25.3,48.45912882100337,-0.8895799723389155,502,784,536,616
Paris-200,4313,18402,18.1,31.8,21.1,29.1,47.494221523080014,-0.6506053321056657,780,1371,910,1255
Villeurbanne-201,3208,15000,18.2,31.0,26.4,24.4,43.588979754965344,6.812415675101709,583,994,846,782
Toulon-202,2535,25929,20.2,30.1,23.8,25.9,44.13140099866229,3.070551548279207,512,763,603,656
Montpellier-203,7481,28211,19.2,33.6,23.2,24.0,49.289879319689554,3.894437735728495,1436,2513,1735,1795
Bordeaux-204,4012,15000,21.2,30.6,23.1,25.1,47.24500341761713,6.742794010465101,850,1227,926,1007
Nantes-205,2488,19884,23.9,29.7,22.2,24.2,43.064379361316405,0.14921960703402526,594,738,552,602
Toulon-206,7333,17827,20.6,30.1,22.6,26.7,43.71030080006223,4.820241852980866,1510,2207,1657,1957
Lyon-207,2868,29587,19.1,22.8,27.5,30.7,47.64451238375639,0.779840596349449,547,653,788,880
Grenoble-208,2647,36415,20.2,34.8,23.4,21.6,43.03543108692353,5.564870389964778,534,921,619,571
Paris-209,2205,20667,19.5,36.5,26.3,17.6,44.12565635992249,-2.012767045575665,429,804,579,388
Bordeaux-210,109995,26301,23.9,25.5,21.2,29.4,46.8411365255661,6.424547947707076,26288,28048,23318,32338
Clermont-Ferrand-211,3186,15000,23.3,22.0,32.2,22.4,47.84326638384886,-1.5935112074803235,742,700,1025,713
Grenoble-212,2272,34661,21.6,31.9,22.5,24.0,47.56372881651821,-0.41157442320975335,490,724,511,545
Toulon-213,2352,21126,17.7,32.3,31.2,18.8,44.56988516622392,4.318114575174585,416,759,733,442
Strasbourg-214,18290,27191,20.5,25.9,26.1,27.4,47.98525454943275,0.3313065572194738,3749,4737,4773,5011
Toulon-215,3648,22053,21.5,31.6,20.6,26.4,44.6607436124776,2.690325144430913,784,1152,751,963
Strasbourg-216,3024,32003,17.3,24.4,32.0,26.3,45.27779788711487,0.8903085117637133,523,737,967,795
Clermont-Ferrand-217,6842,15000,20.8,33.2,26.7,19.4,48.225439835826165,4.1660693079876,1423,2271,1826,1327
Lille-218,2181,22796,17.2,32.4,23.8,26.6,47.5474302933305,-1.4883562239452806,375,706,519,580
Strasbourg-219,2005,33940,22.6,24.4,31.2,21.7,48.944563873459245,-3.356962140394353,453,489,625,435
Saint-Étienne-220,4720,22066,24.3,22.1,29.8,23.8,47.603290246102404,-0.7007766277962713,1146,1043,1406,1123
Angers-221,3155,24153,22.2,22.6,26.2,29.0,46.978160223348304,1.217395313552733,700,713,826,914
Montpellier-222,4136,20668,21.5,28.4,23.3,26.8,43.65572337479665,-2.1517794258805356,889,1174,963,1108
Toulon-223,3091,24183,24.5,33.2,24.0,18.3,45.574010621416036,-0.0972298137797245,757,1026,741,565
Marseille-224,2439,22073,19.9,30.1,23.8,26.2,44.85641657377208,0.3998132012292537,485,734,580,639
Marseille-225,2126,23805,21.0,29.4,25.4,24.2,44.707927503653586,-3.368689719428991,446,625,540,514
Toulouse-226,2355,23373,19.0,30.6,23.0,27.4,49.81107388326712,2.41637973002625,447,720,541,645
Paris-227,5682,28614,22.5,30.6,26.3,20.5,45.751684072667324,5.727777707684163,1278,1738,1494,1164
Reims-228,2646,30785,23.3,29.7,27.9,19.1,49.24432588623979,-2.3308279575164232,616,785,738,505
Montpellier-229,4408,23898,21.9,31.4,20.5,26.3,47.41797038198084,2.575888147416654,965,1384,903,1159
Lille-230,2926,17488,19.9,31.4,29.8,18.9,48.56367912479154,3.3121312540193086,582,918,871,553
Dijon-231,2754,32409,19.4,33.2,26.7,20.7,46.51845965173634,0.612681484612172,534,914,735,570
Le Havre-232,172357,15000,21.1,31.3,23.5,24.1,47.038327192384514,3.7120734610069697,36367,53947,40503,41538
Saint-Étienne-233,2060,17605,19.2,32.3,31.3,17.2,46.44762385673205,0.5180469784011326,395,665,644,354
Dijon-234,2629,21708,27.8,23.8,25.7,22.7,44.36670091458631,1.5510101677517838,730,625,675,596
Clermont-Ferrand-235,3558,20617,21.5,24.5,33.3,20.7,48.057164806830535,-3.9191165099013032,764,871,1184,736
Nice-236,2494,23583,23.9,22.7,25.9,27.5,44.96540653708599,3.608921255481577,596,566,645,685
Villeurbanne-237,3514,26161,22.9,34.2,22.8,20.2,43.17021176502018,3.274769468391969,804,1201,801,709
Toulouse-238,11468,24891,18.4,28.9,24.6,28.1,47.518306071350175,-3.57759034941021,2110,3314,2821,3222
Saint-Étienne-239,90851,16146,20.2,31.1,30.7,18.0,44.23977475584934,0.05075118134646406,18351,28254,27891,16353
Reims-240,3462,15000,22.6,23.1,26.4,27.8,49.5832100904704,6.769350248708342,782,799,913,962
Lille-241,2179,19175,23.6,27.3,25.6,23.5,49.67750003901811,0.6281021882547844,514,594,557,512
Le Havre-242,2454,24921,18.0,28.8,27.5,25.6,49.40405073154314,1.5213994564502586,441,706,674,628
Villeurbanne-243,3835,16222,22.6,32.4,24.2,20.9,45.59111090178811,6.009231739756904,866,1242,928,801
Bordeaux-244,3633,27714,16.5,28.4,29.6,25.5,43.108196315702074,3.889880634523321,599,1031,1075,926
